,BodyID,text
0,0,"b'Unemployment, inflation are key concerns for voters\n\n*\n\nModi says investment in infrastructure will create jobs\n\nNEW DELHI, April 14 (Reuters) - Indian Prime Minister Narendra Modi\'s Bharatiya Janata Party (BJP) promised on Sunday to create jobs, boost infrastructure and expand welfare programmes if it wins a third term, seeking to address key voter concerns ahead of next week\'s elections.\n\nThe general election, which begins on April 19, will be held in seven stages until June 1. Votes are due to be counted on June 4 and results expected the same day.\n\nModi, 73, is widely tipped to win a record-equalling third term on the back of his 10-year record, which includes strong economic growth, infrastructure projects, welfare handouts and aggressive Hindu nationalism.\n\nSurveys, however, suggest unemployment, inflation and rural distress remain issues of concern in the world\'s most populous country despite its strong economy, and addressing these will be Modi\'s biggest challenge.\n\n""Our focus is on dignity of life ... on quality of life, our focus is also on creating jobs through investment,"" Modi said after releasing the manifesto, titled Modi\'s Guarantee, at the party headquarters in the capital.\n\nModi said the manifesto is focused on creating jobs in sectors such as infrastructure, aviation, railways, electric vehicles, green energy, semiconductors and pharmaceuticals, among others, in a bid to address discontent at unemployment levels that are rising despite strong economic growth.\n\n""India\'s youth will not have even imagined the number of opportunities that will come their way,"" he told cheering BJP members, including top federal ministers who sat in the audience wearing stoles featuring the BJP\'s lotus symbol.\n\nCONGRESS CLAIMS EMPTY PROMISES\n\nCongress, the main opposition party, which has been struggling to revive its fortunes, said it was not impressed by a manifesto that is filled with ""empty promises"".\n\n""Today, people want to ask what happened in the last 10 years,"" Congress lawmaker Manish Tewari said. ""Unemployment is rampant and inflation has broken the back of common people. The people of the country will hold him (Modi) to account for what\'s happened in the last 10 years.""\n\nModi also vowed to expand welfare programmes, including bringing all Indians above the age of 70 under an existing free health insurance programme and pushing piped cooking gas connections to all houses to follow up on a subsidised cooking gas cylinder programme launched in 2016.\n\nOther BJP promises include raising the cap on loans for non-farming small and micro borrowers, offering free housing for another 30 million poor and keeping up a free grains programme for 800 million Indians until 2029.\n\nThe manifesto said the BJP government would continue to focus on a path of low inflation and fiscal prudence to achieve high economic growth.\n\n""The ambition of the 1.4 billion people of the country is Modi\'s mission,"" Modi said. ""I am placing this manifesto before the people to seek their blessings. Please bless us ... to increase our strength ... implement this manifesto and ensure a developed India.""\n\nUnemployment was the primary concern of 27% of the 10,000 voters surveyed by Lokniti-CSDS across 19 of India\'s 28 states, with rising prices coming second at 23%, the Hindu newspaper reported last week.\n\nThe unemployment rate rose to 5.4% in 2022/23, from 4.9% in 2013/14 just before Modi swept to power, and nearly 16% of urban youth in the 15-29 years age group remained unemployed in 2022/23 due to poor skills and a lack of quality jobs, official data shows.\n\n""BJP does not even want to discuss the most important issues related to people\'s lives,"" Congress leader Rahul Gandhi posted on X. ""This time the youth is not going to fall into Modi\'s trap, now they will strengthen the hands of Congress and bring an \'employment revolution\' in the country."" (Reporting by YP Rajesh and Shivangi Acharya; editing by Miral Fahmy)'",,,,,,,,,,,,,,,,,
1,1,"b'NEW DELHI (Reuters) -Animated videos shared by Prime Minister Narendra Modi\'s party targeting opposition Congress and the Muslim community have evoked complaints and outrage, as the political climate in India heats up midway through its six-week long election.\n\nThe videos, shared by the ruling Bharatiya Janata Party on social media platforms Instagram and X over the last ten days, depict the Congress giving disproportionate benefits to India\'s minority Muslim community, at the cost of certain disadvantaged tribal and Hindu caste groups.\n\nThe Congress, in a complaint to the poll watchdog Election Commission, said on Sunday that the video has been shared ""clearly with an intention to wantonly provocate rioting and promote enmity between different religions"".\n\nA set of guidelines mutually adopted by political parties for how they should conduct themselves during the election period prohibit them from creating ""mutual hatred"" between caste, religious or linguistic groups.\n\nManipulated videos on social media have also become a contentious issue in this election, such as fake videos showing top Bollywood stars criticizing the prime minister.\n\nOn Monday, the commission warned parties against the misuse of AI tools to create deep fakes and told them not to publish and circulate such videos. It also said parties had been directed to remove such content within three hours of it being brought to their notice.\n\nModi, the face of the Hindu-nationalist BJP, seeking a rare third consecutive term, had focused his campaign largely on his government\'s performance on economic growth and welfare benefits.\n\nBut he changed tack after the first phase of voting on April 19 and his campaign speeches have since become more polarising on religious lines, accusing Congress of planning to redistribute the wealth of the majority Hindus among minority Muslims, who he called ""infiltrators"" who have ""more children"".\n\nThe videos shared by the BJP over the last ten days, one of which has since been taken down, illustrated the same message.\n\nA 17-second video shared by a state unit of BJP on May 4, with over 8.5 million views, shows a character resembling Congress leader Rahul Gandhi feeding ""funds"" to a bird in a skullcap, which eventually pushes out from their common nest three other birds representing other disadvantaged groups.\n\nThe Congress has filed a police complaint against BJP leaders for the video, BJP\'s head of information and technology Amit Malviya said on X.\n\n""The Congress should in fact thank the BJP for taking their manifesto to the people in a manner that even they couldn\'t,"" he wrote.\n\nThe video has elicited outrage. Nitasha Kaul, a politics professor at London\'s Westminster University said on X that the video was a ""straightforward 1930s Germany style cartoon"".\n\nIn its manifesto for the elections, the Congress has promised to tackle India\'s economic inequality by conducting a socio-economic caste census and extending affirmative action. It said it will ensure that minorities receive ""their fair share"" of education, economic and healthcare opportunities.\n\nAn Election Commission spokesperson, the BJP\'s Malviya and Congress spokespersons did not respond to requests seeking comment.\n\n(Reporting by Krishn Kaushik, additional reporting by Shivangi Acharya and Shilpa Jamkhandikar; Editing by Toby Chopra)'",,,,,,,,,,,,,,,,,
2,2,"b'Union Home Minister Amit Shah on Friday said Congress leader Rahul Gandhi is contesting the Lok Sabha elections from Raebareli in Uttar Pradesh after running away from Amethi and predicted that he will lose the polls there against the BJP candidate by a huge margin.\n\nHe also said former AICC President Sonia Gandhi\'s multiple attempts to ""launch"" Rahul Gandhi had failed and claimed that this was the twenty-first attempt. The top BJP leader addressed a public meeting here in Belagavi district for party candidate from Chikkodi Lok Sabha segment Annasaheb Jolle.\n\n""Modi ji tried and at once Chandrayaan (mission to Moon) got launched. Sonia Gandhi has launched this \'yaan\' named Rahul Baba (Rahul Gandhi) twenty times, but her launching has not been successful. Today for the twenty-first time, running away from Amethi, he has filed nomination from Raebareli,"" Shah said.\n\nHe said, ""Rahul Baba, I\'m telling the result of Raebareli from here. Against BJP\'s candidate Dinesh Pratap Singh, you will lose by a huge margin. Write down my words."" Rahul Gandhi is contesting the elections from the Raebareli seat in Uttar Pradesh, the constituency held by his mother Sonia Gandhi for the last two decades.\n\nKishori Lal Sharma, a close aide of the Gandhi family, has been fielded from the Amethi Lok Sabha seat, the party said in a statement on Friday. The two seats will go to polls on May 20 in the fifth of the seven-phase general election. Ending days of suspense, the party announced the candidates from the two seats on Friday.\n\nRaebareli is a constituency which had earlier elected Rahul Gandhi\'s mother Sonia Gandhi, his grandmother Indira Gandhi and his grandfather Feroze Gandhi. The constituency has also been represented by family members and friends of the Gandhi-Nehru family. Rahul Gandhi has also contested the ongoing Lok Sabha polls from Wayanad in Kerala which went to polls on April 26.'",,,,,,,,,,,,,,,,,
3,3,"b'Rahul Gandhi alleged that the BJP, which has become a \'den of corrupt\', has made this \'crash course\' mandatory for its leaders, the price of which the country is paying. ""The INDIA bloc\'s government will lock this school of corruption and close this course forever,"" the Congress leader said.Congress leader Rahul Gandhi on Saturday alleged that Prime Minister Narendra Modi is running a ""school of corruption"" in the country where he himself is teaching under the subject \'Entire Corruption Science"".\n\nIn a post on X, Rahul said that the BJP has made this course mandatory for its leaders.\n\n""Narendra Modi is running a \'school of corruption\' in the country! Where under the subject \'Entire Corruption Science\', he himself is teaching each chapter including \'donation business\' in detail,"" he said.\n\n""Like-how are donations collected by conducting raids? how are contracts distributed after taking donations? how does the washing machine that washes away corrupt people work? how does the game of \'bail and jail\' play out by making agencies as recovery agents?"" Rahul added.\n\nFurther, he alleged that the BJP, which has become a \'den of corrupt\', has made this \'crash course\' mandatory for its leaders, the price of which the country is paying.\n\n""The INDIA bloc\'s government will lock this school of corruption and close this course forever,"" the Congress leader said.\n\nEarlier, Home Minister Amit Shah held a roadshow in Rajasthan\'s Udaipur on Friday evening. During the roadshow, Shah took a dig at Congress leader Rahul Gandhi, mocking him over his past predictions of turmoil in Kashmir.\n\n""In Kashmir, (Peoples Democratic Party chief) Mehbooba Mufti and (Congress leader) Rahul Baba (Gandhi) used to say there would be bloodbath here once Article 370 is removed,"" he said while addressing a gathering.\n\n""Rahul Baba, five years have passed (since the abrogation of Article 370). This is the government of Prime Minister Narendra Modi. Leave alone the talk of the bloodbath, no one has the guts to throw a stone there,"" Amit Shah added.\n\nUnion Minister Meenakashi Lekhi said that the letter \'C\' in the Congress stands for corruption, criminality, and communal violence.\n\nVoting for the first phase of Lok Sabha elections 2024 concluded on Friday across 102 parliamentary constituencies spread over 21 states and Union Territories.\n\nThe second phase will be held on April 26 and the remaining phases will be May 7, May 13, May 20, May 25 and June 1 accordingly.'",,,,,,,,,,,,,,,,,
4,4,"b'Bharatiya Janata Party (BJP) leader Smriti Irani on Monday filed her nomination from the crucial Amethi seat in Uttar Pradesh.\n\nA home turf for Gandhi family, former Congress leader, Rahul Gandhi, is still unsure about contesting from Amethi. The Gandhi siblings reportedly convened a meeting to discuss who would contest from Amethi and Rae Bareli., the report added further.\n\nEarlier, it was indicated that Congress will the final decision after April 26 and nominations can be filed next week. Phase 2 of the elections are scheduled on April 26. During Congress\' committee meet, proposal was given from the UP Congress that the Gandhi family should contest the Amethi and Raibareli seats and the decision was left to Congress President Mallikarjun Kharge.\n\nThe Congress has not made any statements yet regarding the Amethi and Rae Bareli seats in Uttar Pradesh, which were considered strongholds for the Congress until the 2019 elections. The grand old party, which is contesting 17 Lok Sabha seats in Uttar Pradesh under INDIA\'s seat-sharing deal, has announced candidates for all the seats except Amethi and Raebareli.\n\nIn the past, Rahul Gandhi represented Amethi from 2004 till 2019. The seat is also associated with Rahul\'s father Rajiv Gandhi, who represented the seat between 1981 till his death in 1991. Sonia Gandhi contested elections from here in 1999 and passed it on to Rahul in 2004.\n\nAmethi is scheduled to go to polls in the fifth phase on May 20, with the last date for filing nominations set for May 3. The party is expected to make a decision regarding its candidates soon.\n\nIn the 2019 elections, Rahul Gandhi lost Amethi to Union minister and BJP leader Smriti Irani, a defeat that was seen as a significant blow to the Congress\'s prestige. Despite this loss, Rahul Gandhi has maintained a close connection with Amethi, referring to the constituency as ""his home"" in several public speeches since 2019 and asserting that ""no one can separate him from Amethi.""'",,,,,,,,,,,,,,,,,
5,5,"b'Congress leader Rahul Gandhi has announced plans to conduct a caste census in India if his party wins power in the upcoming Lok Sabha elections. He criticized the Narendra Modi-led government and accused President Droupadi Murmu of being prevented from attending the consecration of the Ram temple in Ayodhya due to her tribal background. Gandhi emphasized the need for a caste census, recruitment for 30 lakh vacant government posts, and apprenticeships for youth if voted to power. Congress leader Rahul Gandhi on Saturday said if his party is voted to power at the Centre, it will immediately conduct a caste census in the country. Addressing an election rally at Bastar village Chhattisgarh\'s Bastar district, he described the upcoming Lok Sabha elections as a fight between two ideologies involving those seeking to protect the Constitution and those out to destroy it.\n\nHe also attacked the Narendra Modi-led government and said President Droupadi Murmu was prevented from attending the consecration of Ram temple in Ayodhya as she is a tribal, and it reflects the Bharatiya Janata Party\'s mentality.\n\nThe rally was held in support of Congress\' candidate from Scheduled Tribe-reserved Bastar Lok Sabha seat Kawasi Lakhma.\n\n""Modi ji has been trying to change the word \'adivasi\'. We call you (tribals) adivasi, but they use the term \'vanvasi\'. There is a huge difference between vanvasi and adivasi terms\'|,"" he said.\n\nThe word \'adivasi\' has a deep meaning. The word expresses your rights on jal, jungle, zameen (water, forest, land), while vanvasi means those who live in the jungle, he said.\n\nThe Congress leader said the BJP and the Rashtriya Swayamsevak Sangh (RSS) have been attacking religion, ideology and history of tribals. BJP has been giving your lands to billionaires, he added.\n\n""The President of India was prevented from attending the consecration ceremony of Ram temple in Ayodhya because she is a tribal. Modiji gave this message to the country and this is their thinking,"" he said.\n\nHighlighting the poll promise of Congress, Gandhi said, ""We will conduct a caste census immediately after coming to power. We will undertake recruitment to 30 lakh vacant government posts, start apprenticeships for youth if voted to power,"" he added.\n\nGandhi also claimed that under PM Modi\'s rule, 22 businessmen accumulated wealth equal to that of 70 crore Indians.'",,,,,,,,,,,,,,,,,
6,6,"b'Congress leader Rahul Gandhi predicted that the BJP would not secure more than 150 seats in the upcoming elections during a rally in Bhagalpur. He vowed to end the Agniveer scheme, promising a single type of martyr and pension for all. Gandhi pledged to implement a minimum tax, double the salary of Asha and Anganwadi workers, waive farmers\' debts, and ensure a guaranteed minimum support price for farmers if the INDIA alliance government is formed. Congress leader Rahul Gandhi claimed on Saturday that the BJP would not win more than 150 seats.\n\n""These BJP people have kept saying that they will secure this many or that many seats, let me make it clear, they (BJP) won\'t get more than 150 seats. Not even a single seat more than 150,"" he said while addressing a public rally in Bhagalpur.\n\nRahul Gandhi promised to end the Agniveer scheme, stating that India does not need two types of martyrs.\n\n""As soon as the INDIA alliance government comes, we will end the Agniveer scheme. India does not need two types of martyrs. Everyone should get a pension,"" he said.\n\nHe also promised to implement a minimum tax after coming to power.\n\n""We will change GST. There will be one tax, the minimum tax. We will double the salary of Asha and Anganwadi workers,"" he said.\n\nHe also promised to waive off farmers\' debts and to provide a guaranteed minimum support price to the farmer if INDIA alliance government is formed.\n\n""We are giving two guarantees to the farmers. The Congress party is going to waive off the farmers\' debts, and secondly, we are going to provide a guaranteed minimum support price to the farmers of India,"" he said.\n\nHe also promised that his government would provide all graduates and diploma holders in India with the right to an apprenticeship.\n\nHe added that under the right to apprenticeship, each person will receive an apprenticeship in the public, private, and government sectors for one year with a salary and if they perform well, they will secure a permanent job.\n\n""All the graduates and diploma holders of India, we are going to give them a right, the right to apprenticeship. The right to apprenticeship means that our next government is going to give every youth of India the right to a first job. Everyone will get an apprenticeship for one year with salary. They will receive training, and if they perform well in the first year, they will get a permanent job. These apprenticeship jobs will be available in public units, in the private sector, and in the government sector,"" he said.\n\nVoting for the first phase of Lok Sabha elections 2024 concluded on Friday across 102 parliamentary constituencies spread over 21 states and Union Territories.\n\nThe second phase will be held on April 26 and the remaining phases will be May 7, May 13, May 20, May 25 and June 1 accordingly.'",,,,,,,,,,,,,,,,,
7,7,"b'Launching an attack on the incumbent Amethi MP Smriti Irani, Ramesh wrote ""Today Smriti Irani\'s only identity is that she contests elections from Amethi against Rahul Gandhi. Now Smriti Irhas lost that fame too. Now instead of making useless statements, Smriti Irani should answer about local development, the closed hospitals, steel plant and IIIT - that needs to be answered"".Amid huge uproar in the political circles over Rahul Gandhi\'s candidacy from Rae Bareli instead of Amethi, Congress General Secretary Jairam Ramesh on Friday said that it is a well-strategized move of the party and that other facets of the decision remain to be seen.\n\nThe senior Congress leader said that this move by the Congress party has devastated the Bhartiya Janata party who was keenly eyeing the decision for the Amethi and Rae Bareli Lok Sabha seats.\n\nCongress leader Jairam Ramesh in a post on X, wrote ""Many people have many opinions on the news of Rahul Gandhi contesting elections from Rae Bareli. But he is a seasoned player of politics and chess. He makes his moves after careful consideration. The party leadership has taken this decision after a lot of deliberation and strategy. This decision has devastated the BJP, its supporters and sycophants"".\n\n""Rae Bareli has not only been Sonia ji\'s seat but also Indira Gandhi\'s seat. This is not a legacy but a responsibility, a duty"", he added.\n\nQuestioning Prime Minister Narendra Modi\'s political outreach, the Congress veteran raised questions on PM Modi\'s candidacy just from Vidhyachal and not the southern part of India.\n\n""As far as the Gandhi family\'s stronghold is concerned, not just Amethi-Rae Bareli, the entire country from north to south is the stronghold of the Gandhi family. Rahul Gandhi has become an MP three times from Uttar Pradesh and once from Kerala, but why couldn\'t Modiji muster the courage to contest elections below Vindhyachal?,"" Ramesh wrote in a tweet.\n\nOn Congress loyalist KL Sharma being announced as party\'s candidate from Amethi, Ramesh said that ""an ordinary worker"" of Congress will break both the illusion and arrogance of BJP in Amethi.\n\nOn Priyanka Gandhi\'s absence from the Congress list of candidates for Lok Sabha elections 2024, he said that she can reach the house by contesting any by-election.\n\nLaunching an attack on the incumbent Amethi MP Smriti Irani, Ramesh wrote ""Today Smriti Irani\'s only identity is that she contests elections from Amethi against Rahul Gandhi. Now Smriti Irhas lost that fame too. Now instead of making useless statements, Smriti Irani should answer about local development, the closed hospitals, steel plant and IIIT - that needs to be answered"".\n\nHinting at further strategic moves by the party, amid the ongoing Lok Sabha election, Jairam Ramesh wrote, ""There are some chess moves left, please wait a bit"".\n\nAfter days of suspension over its candidates from Amethi and Rae Bareli, the Congress party on Friday announced its candidates from both the seats.\n\nCongress leader Rahul Gandhi has been fielded from Rae Bareli whereas party loyalist KL Sharma has been announced as the Congress candidate from Amethi Lok Sabha constituency. (ANI)'",,,,,,,,,,,,,,,,,
8,8,"b'Former WWE champion Dalip Singh Rana, known as \'The Great Khali,\' criticized Congress leader Rahul Gandhi, calling him a \'jumla\' and a \'total failure.\' The retired wrestler, now a BJP supporter, expressed confidence in BJP\'s Kailash Choudhary\'s victory in the ongoing Lok Sabha elections. He praised PM Narendra Modi\'s initiatives for the poor, highlighting the impact of schemes like Jan Dhan Yojana. Rajasthan\'s BJP President CP Joshi also emphasized BJP\'s achievements in the state, claiming the party has done more in 10 years than Congress did in 50.Former WWE champion Dalip Singh Rana, known as \'The Great Khali,\' has criticized Congress leader Rahul Gandhi, calling him a \'jumla\' and a \'total failure.\' The retired wrestler, who joined the BJP before the last Punjab Assembly elections, expressed his views to ANI, stating, ""Rahul Gandhi has himself become a \'jumla.\' He has no idea what to do as he has failed so many times.""\n\n""When he totally failed, the Congress appointed (Mallikarjun) Kharge as the party president,"" the former wrestler said.\n\n""He further added that since Rahul had accepted defeat so Kharge has been brought forward as Rahul Gandhi has failed and is out of the race,"" Rana said.\n\nRana is supporting Kailash Choudhary, the sitting MP from Barmer-Jaisalmer, who is contesting against Congress candidate Ummeda Ram Beniwal and independent Ravindra Singh Bhati in the ongoing Lok Sabha elections. Rana expressed confidence in Choudhary\'s victory, stating, ""He has won in the past and will win again... There will be development when BJP forms the government at both the Central and state levels.""\n\n""He (Chaudhary) has won in the past and will win again... There will be development when BJP will form government at Central as well as state level and I believe that BJP will form government at both levels... Vote for Kailash Chowdhury so that whatever work is left for Barmer, that can be completed,"" the WWE wrestler said.\n\n""What PM Modi has done, the rich won\'t get it. What the rich and Congress leaders understand is that only if the money is transferred to their account, then only they accept the fact that the work has been done... PM Modi has done things that people wouldn\'t have thought about, what he has done can only be done by someone who has seen poverty..,"" he said.\n\n""He did work beyond our thinking... Earlier, women used to wait for evening and used to go to the fields, but he (PM Narendra Modi) constructed toilets in every household. Earlier, the poor didn\'t even think of having a cylinder, but he made sure to make cylinders available in each and every household. He made it possible for the poor to have bank accounts. Nobody could have thought about that. Earlier, the money used to reach the bank accounts of the village head but now, the money directly reaches the bank account of the poor people under the Jan Dhan Yojana.""\n\nEarlier, Rajasthan\'s BJP President CP Joshi highlighted the BJP\'s achievements in the state, stating that the party has accomplished more in the last 10 years than the Congress did in 50 years. Joshi emphasized that the people of Rajasthan support PM Modi due to the BJP\'s work for farmers, the poor, women, and youth.\n\nPolling for 12 Lok Sabha seats in Rajasthan concluded on April 19, while the remaining 13 seats will be polled in the second phase on April 26. The results of the elections will be declared on June 4.\n\n(With inputs from ANI)'",,,,,,,,,,,,,,,,,
9,9,"b'Union minister and Amethi MP Smriti Irani Thursday alleged that Congress leader Rahul Gandhi has taken the support of the banned Popular Front of India to contest the Lok Sabha election from Kerala\'s Wayanad seat. While addressing a Yadav Sammelan at her residence in Gauriganj, she said,""Rahul Gandhi took the support of the terrorist organisation PFI that made a list of Hindus to kill, to contest the elections in Wayanad.""\n\nIrani is seeking a re-election from the Amethi seat where she defeated Rahul Gandhi in the 2019 Lok Sabha elections.\n\nShe also raised the issue of the absence of flags in the rally of the Indian Union Muslim League (IUML) and the Congress earlier this month in which Rahul Gandhi took part.\n\nIrani claimed that Rahul Gandhi has also made an agreement with the IUML to waive the flag of either of the parties. ""When they can sell the flag of its party for their own selfishness, so you can think about what they will do to you,"" she\n\nContinuing her attack against Gandhi, the BJP leader said, ""When a minister from Karnataka asked Rahul Gandhi why he was contesting elections from Wayanad, he replied that the people of Wayanad are more loyal.\n\n""I want to ask, are the people of the area from where he was MP for 15 years not loyal? Are they traitors?"" Irani asked.\n\nThe Modi government is being formed and there is a Yogi government in the state, she said.\n\n""What will Rahul Gandhi be able to do now?"" Irani, who had caused a major upset in the 2019 general election by defeating Gandhi in Amethi, asked.\n\nIrani also attacked West Bengal Chief Minister Mamata Banerjee over the Sandeshkhali incident.\n\nShe said what was not done in Amethi in 50 years, the double engine government of the BJP has accomplished in five years.\n\nTaking the name of Gandhi, she launched a scathing attack and said this family will always keep Amethi backward. He wanted to keep the people here poor, she alleged.\n\nGandhi did not want to build houses and toilets in the people\'s houses so that the people here kept roaming with folded hands behind the big leaders of Congress, while Sonia Gandhi\'s government was in the Centre, she said.\n\nIrani said the Congress has only learned to insult people who bring them in power.'",,,,,,,,,,,,,,,,,
